id,module,name,path,route,evidence_level,evidence_ref,status,notes
XMAP-0324,admin/contracts,app-only,app,/api/admin/contracts/templates,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0325,admin/contracts,app-only,app,/api/admin/contracts/templates/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0326,admin/dam,app-only,app,/api/admin/dam/files,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0327,admin/dam,app-only,app,/api/admin/dam/files/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0328,admin/dam,app-only,app,/api/admin/dam/files/v2,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0329,admin/dam,app-only,app,/api/admin/dam/folders,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0330,admin/dam,app-only,app,/api/admin/dam/folders/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0331,admin/decoration-packages,app-only,app,/api/admin/decoration-packages/save,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0332,admin/doors,app-only,app,/api/admin/doors/delete/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0333,admin/doors,app-only,app,/api/admin/doors/update/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0334,admin/doorsr,app-only,app,/api/admin/doorsr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0335,admin/entitlements,app-only,app,/api/admin/entitlements,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0336,admin/enums,app-only,app,/api/admin/enums/merchant-types,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0337,admin/estrus,app-only,app,/api/admin/estrus/cycles,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0338,admin/estrus,app-only,app,/api/admin/estrus/cycles/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0339,admin/estrus,app-only,app,/api/admin/estrus/mothers/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0340,admin/export,app-only,app,/api/admin/export/create,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0341,admin/export,app-only,app,/api/admin/export/tasks,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0342,admin/feature-event,app-only,app,/api/admin/feature-event,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0343,admin/feature-usage-self,app-only,app,/api/admin/feature-usage-self,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0344,admin/feedback,app-only,app,/api/admin/feedback,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0345,admin/forward,app-only,app,/api/admin/forward,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0346,admin/forward,app-only,app,/api/admin/forward/set,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0347,admin/genetic,app-only,app,/api/admin/genetic/breed-standards,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0348,admin/genetic,app-only,app,/api/admin/genetic/breeding/simulate,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0349,admin/genetic,app-only,app,/api/admin/genetic/markers,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0350,admin/genetic,app-only,app,/api/admin/genetic/profile,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0351,admin/genetic,app-only,app,/api/admin/genetic/profile/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0352,admin/genetic,app-only,app,/api/admin/genetic/rules,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0353,admin/goods,app-only,app,/api/admin/goods/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0354,admin/goodsr,app-only,app,/api/admin/goodsr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0355,admin/grooming,app-only,app,/api/admin/grooming/add,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0356,admin/grooming,app-only,app,/api/admin/grooming/config,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0357,admin/grooming,app-only,app,/api/admin/grooming/detail/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0358,admin/grooming,app-only,app,/api/admin/grooming/list,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0359,admin/grooming,app-only,app,/api/admin/grooming/operate,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0360,admin/marketing,app-only,app,/api/admin/marketing/campaign/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0361,admin/marketing,app-only,app,/api/admin/marketing/campaign/create,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0362,admin/marketing,app-only,app,/api/admin/marketing/campaigns,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0363,admin/marketing,app-only,app,/api/admin/marketing/campaigns/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0364,admin/membership,app-only,app,/api/admin/membership/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0365,admin/membership,app-only,app,/api/admin/membership/levels/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0366,admin/merchant,app-only,app,/api/admin/merchant/set-type,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0367,admin/merchant,app-only,app,/api/admin/merchant/theme,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0368,admin/merchant,app-only,app,/api/admin/merchant/theme/home,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0369,admin/merchant,app-only,app,/api/admin/merchant/theme/intro-splash,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0370,admin/operation,app-only,app,/api/admin/operation/banners,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0371,admin/pet,app-only,app,/api/admin/pet/transfer/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0372,admin/pet,app-only,app,/api/admin/pet/transfer/receivedr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0373,admin/public,app-only,app,/api/admin/public/growth/event,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0374,admin/public,app-only,app,/api/admin/public/pet/transfer/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0375,admin/public,app-only,app,/api/admin/public/referral/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0376,admin/queues,app-only,app,/api/admin/queues/edit/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0377,admin/queues,app-only,app,/api/admin/queues/update/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0378,admin/rating-tags,app-only,app,/api/admin/rating-tags,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0379,admin/rating-tags,app-only,app,/api/admin/rating-tags/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0380,admin/rating-tags,app-only,app,/api/admin/rating-tags/batch-from-templates,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0381,admin/rating-tags,app-only,app,/api/admin/rating-tags/custom,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0382,admin/rating-tags,app-only,app,/api/admin/rating-tags/reorder,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0383,admin/receipt,app-only,app,/api/admin/receipt/add,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0384,admin/receipt,app-only,app,/api/admin/receipt/delete/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0385,admin/receipt,app-only,app,/api/admin/receipt/detail/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0386,admin/receipt,app-only,app,/api/admin/receipt/edit/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0387,admin/receipt,app-only,app,/api/admin/receipt/list,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0388,admin/referral,app-only,app,/api/admin/referral/bind,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0389,admin/referral,app-only,app,/api/admin/referral/code,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0390,admin/referral,app-only,app,/api/admin/referral/records,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0391,admin/shops,app-only,app,/api/admin/shops/delete/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0392,admin/shops,app-only,app,/api/admin/shops/update/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0393,admin/shopsr,app-only,app,/api/admin/shopsr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0394,admin/stats,app-only,app,/api/admin/stats/generate-history,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0395,admin/stats,app-only,app,/api/admin/stats/trend,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0396,admin/store,app-only,app,/api/admin/store/order/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0397,admin/structure,app-only,app,/api/admin/structure/invite-qrcode,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0398,admin/structure,app-only,app,/api/admin/structure/member/delete/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0399,admin/structure,app-only,app,/api/admin/structure/member/update/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0400,admin/structure,app-only,app,/api/admin/structure/members,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0401,admin/structure,app-only,app,/api/admin/structure/merchant/switch,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0402,admin/structure,app-only,app,/api/admin/structure/merchants,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0403,admin/structure,app-only,app,/api/admin/structure/my-profile,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0404,admin/template-distributions,app-only,app,/api/admin/template-distributions/published,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0405,admin/template,app-only,app,/api/admin/template/categories,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0406,admin/templates,app-only,app,/api/admin/templates/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0407,admin/themes,app-only,app,/api/admin/themes,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0408,admin/tool,app-only,app,/api/admin/tool/prices/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0409,admin/tools,app-only,app,/api/admin/tools/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0410,admin/toolsr,app-only,app,/api/admin/toolsr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0411,admin/trade,app-only,app,/api/admin/trade/order/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0412,admin/update,app-only,app,/api/admin/update/password,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0413,admin/user-tasks,app-only,app,/api/admin/user-tasks/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0414,admin/user-tasks,app-only,app,/api/admin/user-tasks/my,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0415,admin/users,app-only,app,/api/admin/users/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0416,admin/usersr,app-only,app,/api/admin/usersr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0417,admin/wallet,app-only,app,/api/admin/wallet/adjust/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0418,admin/weight-alert,app-only,app,/api/admin/weight-alert/settingsr,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0419,admin/weixin,app-only,app,/api/admin/weixin/mini/qrcode/generate,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0420,admin/wishes,app-only,app,/api/admin/wishes,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0421,admin/wishes,app-only,app,/api/admin/wishes/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0422,admin/wishes,app-only,app,/api/admin/wishes/add,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0423,admin/wishes,app-only,app,/api/admin/wishes/delete/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0424,admin/wishes,app-only,app,/api/admin/wishes/edit/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0425,admin/work,app-only,app,/api/admin/work/cat/statis,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0426,agent/session,app-only,app,/api/agent/session/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0427,filems/before-after,app-only,app,/api/filems/before-after,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0428,filems/before-after,app-only,app,/api/filems/before-after/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0429,api/rating-tag-templates,app-only,app,/api/rating-tag-templates,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0430,api/record,app-only,app,/api/record/,S,api-routes.txt,app-only,not present in public web api-routes baseline
XMAP-0431,record/comment,app-only,app,/api/record/comment/,S,api-routes.txt,app-only,not present in public web api-routes baseline
