id,module,name,path,route,evidence_level,evidence_ref,status,notes
API-N-0001,admin/account,path-heuristic-low,app-only,/api/admin/account,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0001; method=get; method_source=path-heuristic-low; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0002,admin/account,path-heuristic-medium,app-only,/api/admin/account/recover,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0002; method=put; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0003,admin/accounting,path-heuristic-medium,app-only,/api/admin/accounting/categories/,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0003; method=get; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=cat; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0004,admin/accounting,app-only,app-only,/api/admin/accounting/categoriesr,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0004; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0005,admin/accounting,app-only,app-only,/api/admin/accounting/daily-report,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0005; method=∅; method_source=∅; auth=bearer-or-token-header; entities=daily_health_status; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0006,admin/accounting,app-only,app-only,/api/admin/accounting/goods-sales-report,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0006; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0007,admin/accounting,app-only,app-only,/api/admin/accounting/monthly-report,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0007; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0008,admin/accounting,app-only,app-only,/api/admin/accounting/records,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0008,API-APP-0009; method=∅; method_source=∅; auth=bearer-or-token-header; entities=health_records; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0009,admin/accounting,app-only,app-only,/api/admin/accounting/statisticsr,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0010; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0010,admin/accounting,app-only,app-only,/api/admin/accounting/subcategories,S,merged app+web baselines,normalized|app-only|P0|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0011; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0011,admin/ad,app-only,app-only,/api/admin/ad/video,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0012; method=∅; method_source=∅; auth=bearer-or-token-header; entities=uploaded_image; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0012,admin/ad,app-only,app-only,/api/admin/ad/video/set,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0013; method=∅; method_source=∅; auth=bearer-or-token-header; entities=uploaded_image; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0013,admin/analytics,path-heuristic-medium,app-only,/api/admin/analytics/breeding/ranking,I,merged app+web baselines,normalized|app-only|P2|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0014; method=put; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0014,admin/analytics,app-only,app-only,/api/admin/analytics/cat/rankingr,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0015; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0015,admin/analytics,app-only,app-only,/api/admin/analytics/cat/stats,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0016; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0016,admin/analytics,app-only,app-only,/api/admin/analytics/overview,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0017; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0017,admin/analytics,app-only,app-only,/api/admin/analytics/trend,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0018; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0018,admin/analytics,app-only,app-only,/api/admin/analytics/visitors,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0019; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0019,admin/app-tool-badges,app-only,app-only,/api/admin/app-tool-badges,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0020; method=∅; method_source=∅; auth=bearer-or-token-header; entities=app_version,tool_item; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0020,admin/app-version,app-only,app-only,/api/admin/app-version/check-update,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0021; method=∅; method_source=∅; auth=bearer-or-token-header; entities=app_version,version_info; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0021,admin/app,app-only,app-only,/api/admin/app/apple,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0022; method=∅; method_source=∅; auth=bearer-or-token-header; entities=app_version; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0022,admin/app,app-only,app-only,/api/admin/app/bind-phone,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0023; method=∅; method_source=∅; auth=bearer-or-token-header; entities=app_version; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0023,admin/app,path-heuristic-medium,app-only,/api/admin/app/login,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0024; method=post; method_source=path-heuristic-medium; auth=likely-public-or-pre-session; entities=app_version; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0024,admin/app,path-heuristic-medium,app-only,/api/admin/app/register,I,merged app+web baselines,normalized|app-only|P2|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0025; method=post; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=app_version; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0025,admin/articles,web-admin-named-request,shared,/api/admin/articles,S,merged app+web baselines,normalized|shared|P1|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0026,API-WEB-0001; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=article; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0026,admin/articles,web-admin-named-request,web-only,/api/admin/articles/add,W,merged app+web baselines,normalized|web-only|P1|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0002; method=post; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=article; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0027,admin/articles,web-admin-named-request,web-only,/api/admin/articles/delete/:id,W,merged app+web baselines,normalized|web-only|P1|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0003; method=delete; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=article; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0028,admin/articles,web-admin-named-request,web-only,/api/admin/articles/detail/:id,W,merged app+web baselines,normalized|web-only|P1|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0004; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=article; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0029,admin/articles,web-admin-named-request,web-only,/api/admin/articles/update/:id,W,merged app+web baselines,normalized|web-only|P1|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0005; method=put; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=article; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0030,admin/auto-backup,app-only,app-only,/api/admin/auto-backup/config,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0027; method=∅; method_source=∅; auth=bearer-or-token-header; entities=auto_backup_config,backup_task,batch_config_response,intro_splash_config; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0031,admin/auto-backup,app-only,app-only,/api/admin/auto-backup/send-verify-code,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0028; method=∅; method_source=∅; auth=bearer-or-token-header; entities=auto_backup_config,backup_task; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0032,admin/auto-backup,app-only,app-only,/api/admin/auto-backup/verify-email,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0029; method=∅; method_source=∅; auth=bearer-or-token-header; entities=auto_backup_config,backup_task; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0033,admin/boarding,app-only,app-only,/api/admin/boarding/,S,merged app+web baselines,normalized|app-only|P1|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0030; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0034,admin/boarding,path-heuristic-medium,app-only,/api/admin/boarding/add,I,merged app+web baselines,normalized|app-only|P1|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0031; method=post; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0035,admin/boarding,app-only,app-only,/api/admin/boarding/config,S,merged app+web baselines,normalized|app-only|P1|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0032; method=∅; method_source=∅; auth=bearer-or-token-header; entities=auto_backup_config,batch_config_response,intro_splash_config; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0036,admin/boarding,path-heuristic-medium,app-only,/api/admin/boarding/detail/,I,merged app+web baselines,normalized|app-only|P1|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0033; method=get; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0037,admin/boarding,path-heuristic-medium,app-only,/api/admin/boarding/list,I,merged app+web baselines,normalized|app-only|P1|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0034; method=get; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0038,admin/boarding,app-only,app-only,/api/admin/boarding/operate,S,merged app+web baselines,normalized|app-only|P1|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0035; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0039,admin/brand-tasks,app-only,app-only,/api/admin/brand-tasks/,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0036; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0040,admin/brand-tasks,app-only,app-only,/api/admin/brand-tasks/availabler,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0037; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0041,admin/brands,web-admin-named-request,web-only,/api/admin/brands,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0006; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0042,admin/brands,web-admin-named-request,web-only,/api/admin/brands/add,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0007; method=post; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0043,admin/brands,web-admin-named-request,web-only,/api/admin/brands/delete/:id,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0008; method=delete; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0044,admin/brands,web-admin-named-request,web-only,/api/admin/brands/detail/:id,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0009; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0045,admin/brands,web-admin-named-request,web-only,/api/admin/brands/update/:id,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0010; method=put; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0046,admin/brands,web-admin-named-request,web-only,/api/admin/brands/update/:id/show,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0011; method=put; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0047,admin/breeding,path-heuristic-medium,app-only,/api/admin/breeding/invite/,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0038; method=put; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0048,admin/breeding,web-admin-named-request,web-only,/api/admin/breeding/invite/:token/info,W,merged app+web baselines,normalized|web-only|P0|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0012; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=audit_info,breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,cdn_traffic_info,door_info; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0049,admin/breeding,web-admin-named-request,shared,/api/admin/breeding/invite/accept,S,merged app+web baselines,normalized|shared|P0|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0039,API-WEB-0013; method=post; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0050,admin/breeding,web-admin-named-request,shared,/api/admin/breeding/transaction/create,S,merged app+web baselines,normalized|shared|P0|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0040,API-WEB-0014; method=post; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0051,admin/breeding,web-admin-named-request,shared,/api/admin/breeding/transaction/list,S,merged app+web baselines,normalized|shared|P0|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0041,API-WEB-0015; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,paginated_breeding_plan_response; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0052,admin/breeding,path-heuristic-medium,app-only,/api/admin/breeding/transaction/r,I,merged app+web baselines,normalized|app-only|P0|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0042; method=put; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=app_version,article,banner,batch_config_response,before_after_recipe,breeding_plan,breeding_plan_filter,breeding_plan_form; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0053,admin/calendar,app-only,app-only,/api/admin/calendar/events/,S,merged app+web baselines,normalized|app-only|P1|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0043; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0054,admin/calendar,app-only,app-only,/api/admin/calendar/month-data,S,merged app+web baselines,normalized|app-only|P1|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0044; method=∅; method_source=∅; auth=bearer-or-token-header; entities=-; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0055,admin/cat,app-only,app-only,/api/admin/cat/,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0045; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0056,admin/cat,app-only,app-only,/api/admin/cat/0/breeding-check,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0046; method=∅; method_source=∅; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,breeding_transaction,cat,cat_sort_item,cat_tag; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0057,admin/cat,web-admin-named-request,web-only,/api/admin/cat/:id/record,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0016,API-WEB-0018; method=delete; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight,event_record,health_records; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0058,admin/cat,web-admin-named-request,web-only,/api/admin/cat/:id/tags,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0017; method=put; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight,tag; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0059,admin/cat,path-heuristic-low,app-only,/api/admin/cat/bepro/planes,I,merged app+web baselines,normalized|app-only|P2|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0047; method=get; method_source=path-heuristic-low; auth=bearer-or-token-header; entities=breeding_plan,breeding_plan_filter,breeding_plan_form,breeding_plan_reminder,cat,cat_sort_item,cat_tag,cat_variety; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0060,admin/cat,app-only,app-only,/api/admin/cat/health,S,merged app+web baselines,normalized|app-only|P2|method=unknown,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0048,API-APP-0049; method=∅; method_source=∅; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight,daily_health_status,health_records; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0061,admin/cat,web-admin-named-request,shared,/api/admin/cat/levels,S,merged app+web baselines,normalized|shared|P2|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0050,API-WEB-0019; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0062,admin/cat,web-admin-named-request,shared,/api/admin/cat/levels/add,S,merged app+web baselines,normalized|shared|P2|method=web,"sources=shared; evidence_combo=S+W; raw_ids=API-APP-0051,API-WEB-0020; method=post; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0063,admin/cat,path-heuristic-medium,app-only,/api/admin/cat/levels/bind/,I,merged app+web baselines,normalized|app-only|P2|method=inferred,"sources=app-only; evidence_combo=S+I; raw_ids=API-APP-0052; method=put; method_source=path-heuristic-medium; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0064,admin/cat,web-admin-named-request,app-only,/api/admin/cat/levels/delete/,S,merged app+web baselines,normalized|app-only|P2|method=web,"sources=app-only; evidence_combo=S; raw_ids=API-APP-0053; method=delete; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0065,admin/cat,web-admin-named-request,web-only,/api/admin/cat/levels/delete/:id,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0021; method=delete; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
API-N-0066,admin/cat,web-admin-named-request,web-only,/api/admin/cat/levels/detail/:id,W,merged app+web baselines,normalized|web-only|P2|method=web,"sources=web-only; evidence_combo=W; raw_ids=API-WEB-0022; method=get; method_source=web-admin-named-request; auth=bearer-or-token-header; entities=cat,cat_sort_item,cat_tag,cat_variety,cat_weight,cat_with_weight; services=accounting_api_service,agent_api_service,ai_api_service,analytics_api_service,api_service,app_tool_badge_api_service,article_api_service,auth_api_service"
